user_id,age,gender,occupation,zip_code,age_group
172,55,M,marketing,22207,Senior
173,56,M,other,22306,Senior
174,30,F,administrator,52302,Young Adult
175,26,F,scientist,21911,Young Adult
176,28,M,scientist,07030,Young Adult
177,20,M,programmer,19104,Young Adult
178,26,M,other,49512,Young Adult
179,15,M,entertainment,20755,Teen
180,22,F,administrator,60202,Young Adult
181,26,M,executive,21218,Young Adult
182,36,M,programmer,33884,Adult
183,33,M,scientist,27708,Adult
184,37,M,librarian,76013,Adult
185,53,F,librarian,97403,Senior
186,39,F,executive,00000,Adult
187,26,M,educator,16801,Young Adult
188,42,M,student,29440,Adult
189,32,M,artist,95014,Adult
190,30,M,administrator,95938,Young Adult
191,33,M,administrator,95161,Adult
192,42,M,educator,90840,Adult
193,29,M,student,49931,Young Adult
194,38,M,administrator,02154,Adult
195,42,M,scientist,93555,Adult
196,49,M,writer,55105,Adult
197,55,M,technician,75094,Senior
198,21,F,student,55414,Young Adult
199,30,M,writer,17604,Young Adult
200,40,M,programmer,93402,Adult
201,27,M,writer,E2A4H,Young Adult
202,41,F,educator,60201,Adult
203,25,F,student,32301,Young Adult
204,52,F,librarian,10960,Senior
205,47,M,lawyer,06371,Adult
206,14,F,student,53115,Teen
207,39,M,marketing,92037,Adult
208,43,M,engineer,01720,Adult
209,33,F,educator,85710,Adult
210,39,M,engineer,03060,Adult
211,66,M,salesman,32605,Senior
212,49,F,educator,61401,Adult
213,33,M,executive,55345,Adult
214,26,F,librarian,11231,Young Adult
215,35,M,programmer,63033,Adult
216,22,M,engineer,02215,Young Adult
217,22,M,other,11727,Young Adult
218,37,M,administrator,06513,Adult
219,32,M,programmer,43212,Adult
220,30,M,librarian,78205,Young Adult
221,19,M,student,20685,Young Adult
222,29,M,programmer,27502,Young Adult
223,19,F,student,47906,Young Adult
224,31,F,educator,43512,Adult
225,51,F,administrator,58202,Senior
226,28,M,student,92103,Young Adult
227,46,M,executive,60659,Adult
228,21,F,student,22003,Young Adult
229,29,F,librarian,22903,Young Adult
230,28,F,student,14476,Young Adult
231,48,M,librarian,01080,Adult
232,45,M,scientist,99709,Adult
233,38,M,engineer,98682,Adult
234,60,M,retired,94702,Senior
235,37,M,educator,22973,Adult
236,44,F,writer,53214,Adult
237,49,M,administrator,63146,Adult
238,42,F,administrator,44124,Adult
239,39,M,artist,95628,Adult
240,23,F,educator,20784,Young Adult
241,26,F,student,20001,Young Adult
242,33,M,educator,31404,Adult
243,33,M,educator,60201,Adult
244,28,M,technician,80525,Young Adult
245,22,M,student,55109,Young Adult
246,19,M,student,28734,Young Adult
247,28,M,engineer,20770,Young Adult
248,25,M,student,37235,Young Adult
249,25,M,student,84103,Young Adult
250,29,M,executive,95110,Young Adult
251,28,M,doctor,85032,Young Adult
252,42,M,engineer,07733,Adult
253,26,F,librarian,22903,Young Adult
254,44,M,educator,42647,Adult
255,23,M,entertainment,07029,Young Adult
256,35,F,none,39042,Adult
257,17,M,student,77005,Teen
258,19,F,student,77801,Young Adult
259,21,M,student,48823,Young Adult
260,40,F,artist,89801,Adult
261,28,M,administrator,85202,Young Adult
262,19,F,student,78264,Young Adult
263,41,M,programmer,55346,Adult
264,36,F,writer,90064,Adult
265,26,M,executive,84601,Young Adult
266,62,F,administrator,78756,Senior
267,23,M,engineer,83716,Young Adult
268,24,M,engineer,19422,Young Adult
269,31,F,librarian,43201,Adult
270,18,F,student,63119,Teen
271,51,M,engineer,22932,Senior
272,33,M,scientist,53706,Adult
273,50,F,other,10016,Adult
274,20,F,student,55414,Young Adult
275,38,M,engineer,92064,Adult
276,21,M,student,95064,Young Adult
277,35,F,administrator,55406,Adult
278,37,F,librarian,30033,Adult
279,33,M,programmer,85251,Adult
280,30,F,librarian,22903,Young Adult
281,15,F,student,06059,Teen
282,22,M,administrator,20057,Young Adult
283,28,M,programmer,55305,Young Adult
284,40,M,executive,92629,Adult
285,25,M,programmer,53713,Young Adult
286,27,M,student,15217,Young Adult
287,21,M,salesman,31211,Young Adult
288,34,M,marketing,23226,Adult
289,11,M,none,94619,Teen
290,40,M,engineer,93550,Adult
291,19,M,student,44106,Young Adult
292,35,F,programmer,94703,Adult
293,24,M,writer,60804,Young Adult
294,34,M,technician,92110,Adult
295,31,M,educator,50325,Adult
296,43,F,administrator,16803,Adult
297,29,F,educator,98103,Young Adult
298,44,M,executive,01581,Adult
299,29,M,doctor,63108,Young Adult
300,26,F,programmer,55106,Young Adult
301,24,M,student,55439,Young Adult
302,42,M,educator,77904,Adult
303,19,M,student,14853,Young Adult
304,22,F,student,71701,Young Adult
305,23,M,programmer,94086,Young Adult
306,45,M,other,73132,Adult
307,25,M,student,55454,Young Adult
308,60,M,retired,95076,Senior
309,40,M,scientist,70802,Adult
310,37,M,educator,91711,Adult
311,32,M,technician,73071,Adult
312,48,M,other,02110,Adult
313,41,M,marketing,60035,Adult
314,20,F,student,08043,Young Adult
315,31,M,educator,18301,Adult
316,43,F,other,77009,Adult
317,22,M,administrator,13210,Young Adult
318,65,M,retired,06518,Senior
319,38,M,programmer,22030,Adult
320,19,M,student,24060,Young Adult
321,49,F,educator,55413,Adult
322,20,M,student,50613,Young Adult
323,21,M,student,19149,Young Adult
324,21,F,student,02176,Young Adult
325,48,M,technician,02139,Adult
326,41,M,administrator,15235,Adult
327,22,M,student,11101,Young Adult
328,51,M,administrator,06779,Senior
329,48,M,educator,01720,Adult
330,35,F,educator,33884,Adult
331,33,M,entertainment,91344,Adult
332,20,M,student,40504,Young Adult
333,47,M,other,V0R2M,Adult
334,32,M,librarian,30002,Adult
335,45,M,executive,33775,Adult
336,23,M,salesman,42101,Young Adult
337,37,M,scientist,10522,Adult
338,39,F,librarian,59717,Adult
339,35,M,lawyer,37901,Adult
340,46,M,engineer,80123,Adult
341,17,F,student,44405,Teen
342,25,F,other,98006,Young Adult
343,43,M,engineer,30093,Adult
344,30,F,librarian,94117,Young Adult
345,28,F,librarian,94143,Young Adult
346,34,M,other,76059,Adult
347,18,M,student,90210,Teen
348,24,F,student,45660,Young Adult
349,68,M,retired,61455,Senior
350,32,M,student,97301,Adult
351,61,M,educator,49938,Senior
352,37,F,programmer,55105,Adult
353,25,M,scientist,28480,Young Adult
354,29,F,librarian,48197,Young Adult
355,25,M,student,60135,Young Adult
356,32,F,homemaker,92688,Adult
357,26,M,executive,98133,Young Adult
358,40,M,educator,10022,Adult
359,22,M,student,61801,Young Adult
360,51,M,other,98027,Senior
361,22,M,student,44074,Young Adult
362,35,F,homemaker,85233,Adult
363,20,M,student,87501,Young Adult
364,63,M,engineer,01810,Senior
365,29,M,lawyer,20009,Young Adult
366,20,F,student,50670,Young Adult
367,17,M,student,37411,Teen
368,18,M,student,92113,Teen
369,24,M,student,91335,Young Adult
370,52,M,writer,08534,Senior
371,36,M,engineer,99206,Adult
372,25,F,student,66046,Young Adult
373,24,F,other,55116,Young Adult
374,36,M,executive,78746,Adult
375,17,M,entertainment,37777,Teen
376,28,F,other,10010,Young Adult
377,22,M,student,18015,Young Adult
378,35,M,student,02859,Adult
379,44,M,programmer,98117,Adult
380,32,M,engineer,55117,Adult
381,33,M,artist,94608,Adult
382,45,M,engineer,01824,Adult
383,42,M,administrator,75204,Adult
384,52,M,programmer,45218,Senior
385,36,M,writer,10003,Adult
386,36,M,salesman,43221,Adult
387,33,M,entertainment,37412,Adult
388,31,M,other,36106,Adult
389,44,F,writer,83702,Adult
390,42,F,writer,85016,Adult
391,23,M,student,84604,Young Adult
392,52,M,writer,59801,Senior
393,19,M,student,83686,Young Adult
394,25,M,administrator,96819,Young Adult
395,43,M,other,44092,Adult
396,57,M,engineer,94551,Senior
397,17,M,student,27514,Teen
398,40,M,other,60008,Adult
399,25,M,other,92374,Young Adult
400,33,F,administrator,78213,Adult
401,46,F,healthcare,84107,Adult
402,30,M,engineer,95129,Young Adult
403,37,M,other,06811,Adult
404,29,F,programmer,55108,Young Adult
405,22,F,healthcare,10019,Young Adult
406,52,M,educator,93109,Senior
407,29,M,engineer,03261,Young Adult
408,23,M,student,61755,Young Adult
409,48,M,administrator,98225,Adult
410,30,F,artist,94025,Young Adult
411,34,M,educator,44691,Adult
412,25,M,educator,15222,Young Adult
413,55,M,educator,78212,Senior
414,24,M,programmer,38115,Young Adult
415,39,M,educator,85711,Adult
416,20,F,student,92626,Young Adult
417,27,F,other,48103,Young Adult
418,55,F,none,21206,Senior
419,37,M,lawyer,43215,Adult
420,53,M,educator,02140,Senior
421,38,F,programmer,55105,Adult
422,26,M,entertainment,94533,Young Adult
423,64,M,other,91606,Senior
424,36,F,marketing,55422,Adult
425,19,M,student,58644,Young Adult
426,55,M,educator,01602,Senior
427,51,M,doctor,85258,Senior
428,28,M,student,55414,Young Adult
429,27,M,student,29205,Young Adult
430,38,M,scientist,98199,Adult
431,24,M,marketing,92629,Young Adult
432,22,M,entertainment,50311,Young Adult
433,27,M,artist,11211,Young Adult
434,16,F,student,49705,Teen
435,24,M,engineer,60007,Young Adult
436,30,F,administrator,17345,Young Adult
437,27,F,other,20009,Young Adult
438,51,F,administrator,43204,Senior
439,23,F,administrator,20817,Young Adult
440,30,M,other,48076,Young Adult
441,50,M,technician,55013,Adult
442,22,M,student,85282,Young Adult
443,35,M,salesman,33308,Adult
444,51,F,lawyer,53202,Senior
445,21,M,writer,92653,Young Adult
446,57,M,educator,60201,Senior
447,30,M,administrator,55113,Young Adult
448,23,M,entertainment,10021,Young Adult
449,23,M,librarian,55021,Young Adult
450,35,F,educator,11758,Adult
451,16,M,student,48446,Teen
452,35,M,administrator,28018,Adult
453,18,M,student,06333,Teen
454,57,M,other,97330,Senior
455,48,M,administrator,83709,Adult
456,24,M,technician,31820,Young Adult
457,33,F,salesman,30011,Adult
458,47,M,technician,Y1A6B,Adult
459,22,M,student,29201,Young Adult
460,44,F,other,60630,Adult
461,15,M,student,98102,Teen
462,19,F,student,02918,Young Adult
463,48,F,healthcare,75218,Adult
464,60,M,writer,94583,Senior
465,32,M,other,05001,Adult
466,22,M,student,90804,Young Adult
467,29,M,engineer,91201,Young Adult
468,28,M,engineer,02341,Young Adult
469,60,M,educator,78628,Senior
470,24,M,programmer,10021,Young Adult
471,10,M,student,77459,Teen
472,24,M,student,87544,Young Adult
473,29,M,student,94708,Young Adult
474,51,M,executive,93711,Senior
475,30,M,programmer,75230,Young Adult
476,28,M,student,60440,Young Adult
477,23,F,student,02125,Young Adult
478,29,M,other,10019,Young Adult
479,30,M,educator,55409,Young Adult
480,57,M,retired,98257,Senior
481,73,M,retired,37771,Senior
482,18,F,student,40256,Teen
483,29,M,scientist,43212,Young Adult
484,27,M,student,21208,Young Adult
485,44,F,educator,95821,Adult
486,39,M,educator,93101,Adult
487,22,M,engineer,92121,Young Adult
488,48,M,technician,21012,Adult
489,55,M,other,45218,Senior
490,29,F,artist,V5A2B,Young Adult
491,43,F,writer,53711,Adult
492,57,M,educator,94618,Senior
493,22,M,engineer,60090,Young Adult
494,38,F,administrator,49428,Adult
495,29,M,engineer,03052,Young Adult
496,21,F,student,55414,Young Adult
497,20,M,student,50112,Young Adult
498,26,M,writer,55408,Young Adult
499,42,M,programmer,75006,Adult
500,28,M,administrator,94305,Young Adult
501,22,M,student,10025,Young Adult
502,22,M,student,23092,Young Adult
503,50,F,writer,27514,Adult
504,40,F,writer,92115,Adult
505,27,F,other,20657,Young Adult
506,46,M,programmer,03869,Adult
507,18,F,writer,28450,Teen
508,27,M,marketing,19382,Young Adult
509,23,M,administrator,10011,Young Adult
510,34,M,other,98038,Adult
511,22,M,student,21250,Young Adult
512,29,M,other,20090,Young Adult
513,43,M,administrator,26241,Adult
514,27,M,programmer,20707,Young Adult
515,53,M,marketing,49508,Senior
516,53,F,librarian,10021,Senior
517,24,M,student,55454,Young Adult
518,49,F,writer,99709,Adult
519,22,M,other,55320,Young Adult
520,62,M,healthcare,12603,Senior
521,19,M,student,02146,Young Adult
522,36,M,engineer,55443,Adult
523,50,F,administrator,04102,Adult
524,56,M,educator,02159,Senior
525,27,F,administrator,19711,Young Adult
526,30,M,marketing,97124,Young Adult
527,33,M,librarian,12180,Adult
528,18,M,student,55104,Teen
529,47,F,administrator,44224,Adult
530,29,M,engineer,94040,Young Adult
531,30,F,salesman,97408,Young Adult
532,20,M,student,92705,Young Adult
533,43,M,librarian,02324,Adult
534,20,M,student,05464,Young Adult
535,45,F,educator,80302,Adult
536,38,M,engineer,30078,Adult
537,36,M,engineer,22902,Adult
538,31,M,scientist,21010,Adult
539,53,F,administrator,80303,Senior
540,28,M,engineer,91201,Young Adult
541,19,F,student,84302,Young Adult
542,21,M,student,60515,Young Adult
543,33,M,scientist,95123,Adult
544,44,F,other,29464,Adult
545,27,M,technician,08052,Young Adult
546,36,M,executive,22911,Adult
547,50,M,educator,14534,Adult
548,51,M,writer,95468,Senior
549,42,M,scientist,45680,Adult
550,16,F,student,95453,Teen
551,25,M,programmer,55414,Young Adult
552,45,M,other,68147,Adult
553,58,M,educator,62901,Senior
554,32,M,scientist,62901,Adult
555,29,F,educator,23227,Young Adult
556,35,F,educator,30606,Adult
557,30,F,writer,11217,Young Adult
558,56,F,writer,63132,Senior
559,69,M,executive,10022,Senior
560,32,M,student,10003,Adult
561,23,M,engineer,60005,Young Adult
562,54,F,administrator,20879,Senior
563,39,F,librarian,32707,Adult
564,65,M,retired,94591,Senior
565,40,M,student,55422,Adult
566,20,M,student,14627,Young Adult
567,24,M,entertainment,10003,Young Adult
568,39,M,educator,01915,Adult
569,34,M,educator,91903,Adult
570,26,M,educator,14627,Young Adult
571,34,M,artist,01945,Adult
572,51,M,educator,20003,Senior
573,68,M,retired,48911,Senior
574,56,M,educator,53188,Senior
575,33,M,marketing,46032,Adult
576,48,M,executive,98281,Adult
577,36,F,student,77845,Adult
578,31,M,administrator,M7A1A,Adult
579,32,M,educator,48103,Adult
580,16,M,student,17961,Teen
581,37,M,other,94131,Adult
582,17,M,student,93003,Teen
583,44,M,engineer,29631,Adult
584,25,M,student,27511,Young Adult
585,69,M,librarian,98501,Senior
586,20,M,student,79508,Young Adult
587,26,M,other,14216,Young Adult
588,18,F,student,93063,Teen
589,21,M,lawyer,90034,Young Adult
590,50,M,educator,82435,Adult
591,57,F,librarian,92093,Senior
592,18,M,student,97520,Teen
593,31,F,educator,68767,Adult
594,46,M,educator,M4J2K,Adult
595,25,M,programmer,31909,Young Adult
596,20,M,artist,77073,Young Adult
597,23,M,other,84116,Young Adult
598,40,F,marketing,43085,Adult
599,22,F,student,R3T5K,Young Adult
600,34,M,programmer,02320,Adult
601,19,F,artist,99687,Young Adult
602,47,F,other,34656,Adult
603,21,M,programmer,47905,Young Adult
604,39,M,educator,11787,Adult
605,33,M,engineer,33716,Adult
606,28,M,programmer,63044,Young Adult
607,49,F,healthcare,02154,Adult
608,22,M,other,10003,Young Adult
609,13,F,student,55106,Teen
610,22,M,student,21227,Young Adult
611,46,M,librarian,77008,Adult
612,36,M,educator,79070,Adult
613,37,F,marketing,29678,Adult
614,54,M,educator,80227,Senior
615,38,M,educator,27705,Adult
616,55,M,scientist,50613,Senior
617,27,F,writer,11201,Young Adult
618,15,F,student,44212,Teen
619,17,M,student,44134,Teen
620,18,F,writer,81648,Teen
621,17,M,student,60402,Teen
622,25,M,programmer,14850,Young Adult
623,50,F,educator,60187,Adult
624,19,M,student,30067,Young Adult
625,27,M,programmer,20723,Young Adult
626,23,M,scientist,19807,Young Adult
627,24,M,engineer,08034,Young Adult
628,13,M,none,94306,Teen
629,46,F,other,44224,Adult
630,26,F,healthcare,55408,Young Adult
631,18,F,student,38866,Teen
632,18,M,student,55454,Teen
633,35,M,programmer,55414,Adult
634,39,M,engineer,T8H1N,Adult
635,22,M,other,23237,Young Adult
636,47,M,educator,48043,Adult
637,30,M,other,74101,Young Adult
638,45,M,engineer,01940,Adult
639,42,F,librarian,12065,Adult
640,20,M,student,61801,Young Adult
641,24,M,student,60626,Young Adult
642,18,F,student,95521,Teen
643,39,M,scientist,55122,Adult
644,51,M,retired,63645,Senior
645,27,M,programmer,53211,Young Adult
646,17,F,student,51250,Teen
647,40,M,educator,45810,Adult
648,43,M,engineer,91351,Adult
649,20,M,student,39762,Young Adult
650,42,M,engineer,83814,Adult
651,65,M,retired,02903,Senior
652,35,M,other,22911,Adult
653,31,M,executive,55105,Adult
654,27,F,student,78739,Young Adult
655,50,F,healthcare,60657,Adult
656,48,M,educator,10314,Adult
657,26,F,none,78704,Young Adult
658,33,M,programmer,92626,Adult
659,31,M,educator,54248,Adult
660,26,M,student,77380,Young Adult
661,28,M,programmer,98121,Young Adult
662,55,M,librarian,19102,Senior
663,26,M,other,19341,Young Adult
664,30,M,engineer,94115,Young Adult
665,25,M,administrator,55412,Young Adult
666,44,M,administrator,61820,Adult
667,35,M,librarian,01970,Adult
668,29,F,writer,10016,Young Adult
669,37,M,other,20009,Adult
670,30,M,technician,21114,Young Adult
671,21,M,programmer,91919,Young Adult
672,54,F,administrator,90095,Senior
673,51,M,educator,22906,Senior
674,13,F,student,55337,Teen
675,34,M,other,28814,Adult
676,30,M,programmer,32712,Young Adult
677,20,M,other,99835,Young Adult
678,50,M,educator,61462,Adult
679,20,F,student,54302,Young Adult
680,33,M,lawyer,90405,Adult
681,44,F,marketing,97208,Adult
682,23,M,programmer,55128,Young Adult
683,42,M,librarian,23509,Adult
684,28,M,student,55414,Young Adult
685,32,F,librarian,55409,Adult
686,32,M,educator,26506,Adult
687,31,F,healthcare,27713,Adult
688,37,F,administrator,60476,Adult
689,25,M,other,45439,Young Adult
690,35,M,salesman,63304,Adult
691,34,M,educator,60089,Adult
692,34,M,engineer,18053,Adult
693,43,F,healthcare,85210,Adult
694,60,M,programmer,06365,Senior
695,26,M,writer,38115,Young Adult
696,55,M,other,94920,Senior
697,25,M,other,77042,Young Adult
698,28,F,programmer,06906,Young Adult
699,44,M,other,96754,Adult
700,17,M,student,76309,Teen
701,51,F,librarian,56321,Senior
702,37,M,other,89104,Adult
703,26,M,educator,49512,Young Adult
704,51,F,librarian,91105,Senior
705,21,F,student,54494,Young Adult
706,23,M,student,55454,Young Adult
707,56,F,librarian,19146,Senior
708,26,F,homemaker,96349,Young Adult
709,21,M,other,N4T1A,Young Adult
710,19,M,student,92020,Young Adult
711,22,F,student,15203,Young Adult
712,22,F,student,54901,Young Adult
713,42,F,other,07204,Adult
714,26,M,engineer,55343,Young Adult
715,21,M,technician,91206,Young Adult
716,36,F,administrator,44265,Adult
717,24,M,technician,84105,Young Adult
718,42,M,technician,64118,Adult
719,37,F,other,V0R2H,Adult
720,49,F,administrator,16506,Adult
721,24,F,entertainment,11238,Young Adult
722,50,F,homemaker,17331,Adult
723,26,M,executive,94403,Young Adult
724,31,M,executive,40243,Adult
725,21,M,student,91711,Young Adult
726,25,F,administrator,80538,Young Adult
727,25,M,student,78741,Young Adult
728,58,M,executive,94306,Senior
729,19,M,student,56567,Young Adult
730,31,F,scientist,32114,Adult
731,41,F,educator,70403,Adult
732,28,F,other,98405,Young Adult
733,44,F,other,60630,Adult
734,25,F,other,63108,Young Adult
735,29,F,healthcare,85719,Young Adult
736,48,F,writer,94618,Adult
737,30,M,programmer,98072,Young Adult
738,35,M,technician,95403,Adult
739,35,M,technician,73162,Adult
740,25,F,educator,22206,Young Adult
741,25,M,writer,63108,Young Adult
742,35,M,student,29210,Adult
743,31,M,programmer,92660,Adult
744,35,M,marketing,47024,Adult
745,42,M,writer,55113,Adult
746,25,M,engineer,19047,Young Adult
747,19,M,other,93612,Young Adult
748,28,M,administrator,94720,Young Adult
749,33,M,other,80919,Adult
750,28,M,administrator,32303,Young Adult
751,24,F,other,90034,Young Adult
752,60,M,retired,21201,Senior
753,56,M,salesman,91206,Senior
754,59,F,librarian,62901,Senior
755,44,F,educator,97007,Adult
756,30,F,none,90247,Young Adult
757,26,M,student,55104,Young Adult
758,27,M,student,53706,Young Adult
759,20,F,student,68503,Young Adult
760,35,F,other,14211,Adult
761,17,M,student,97302,Teen
762,32,M,administrator,95050,Adult
763,27,M,scientist,02113,Young Adult
764,27,F,educator,62903,Young Adult
765,31,M,student,33066,Adult
766,42,M,other,10960,Adult
767,70,M,engineer,00000,Senior
768,29,M,administrator,12866,Young Adult
769,39,M,executive,06927,Adult
770,28,M,student,14216,Young Adult
771,26,M,student,15232,Young Adult
772,50,M,writer,27105,Adult
773,20,M,student,55414,Young Adult
774,30,M,student,80027,Young Adult
775,46,M,executive,90036,Adult
776,30,M,librarian,51157,Young Adult
777,63,M,programmer,01810,Senior
778,34,M,student,01960,Adult
779,31,M,student,K7L5J,Adult
780,49,M,programmer,94560,Adult
781,20,M,student,48825,Young Adult
782,21,F,artist,33205,Young Adult
783,30,M,marketing,77081,Young Adult
784,47,M,administrator,91040,Adult
785,32,M,engineer,23322,Adult
786,36,F,engineer,01754,Adult
787,18,F,student,98620,Teen
788,51,M,administrator,05779,Senior
789,29,M,other,55420,Young Adult
790,27,M,technician,80913,Young Adult
791,31,M,educator,20064,Adult
792,40,M,programmer,12205,Adult
793,22,M,student,85281,Young Adult
794,32,M,educator,57197,Adult
795,30,M,programmer,08610,Young Adult
796,32,F,writer,33755,Adult
797,44,F,other,62522,Adult
798,40,F,writer,64131,Adult
799,49,F,administrator,19716,Adult
800,25,M,programmer,55337,Young Adult
801,22,M,writer,92154,Young Adult
802,35,M,administrator,34105,Adult
803,70,M,administrator,78212,Senior
804,39,M,educator,61820,Adult
805,27,F,other,20009,Young Adult
806,27,M,marketing,11217,Young Adult
807,41,F,healthcare,93555,Adult
808,45,M,salesman,90016,Adult
809,50,F,marketing,30803,Adult
810,55,F,other,80526,Senior
811,40,F,educator,73013,Adult
812,22,M,technician,76234,Young Adult
813,14,F,student,02136,Teen
814,30,M,other,12345,Young Adult
815,32,M,other,28806,Adult
816,34,M,other,20755,Adult
817,19,M,student,60152,Young Adult
818,28,M,librarian,27514,Young Adult
