user_id,age,gender,occupation,zip_code
375,17.0,M,entertainment,37777
376,28.0,F,other,10010
377,22.0,M,student,18015
378,35.0,M,student,02859
379,44.0,M,programmer,98117
380,32.0,M,engineer,55117
381,33.0,M,artist,94608
382,45.0,M,engineer,01824
383,42.0,M,administrator,75204
384,52.0,M,programmer,45218
385,36.0,M,writer,10003
386,36.0,M,salesman,43221
387,33.0,M,entertainment,37412
388,31.0,M,other,36106
389,44.0,F,writer,83702
390,42.0,F,writer,85016
391,23.0,M,student,84604
392,52.0,M,writer,59801
393,19.0,M,student,83686
394,25.0,M,administrator,96819
395,43.0,M,other,44092
396,57.0,M,engineer,94551
397,17.0,M,student,27514
398,40.0,M,other,60008
399,25.0,M,other,92374
400,33.0,F,administrator,78213
401,46.0,F,healthcare,84107
402,30.0,M,engineer,95129
403,37.0,M,other,06811
404,29.0,F,programmer,55108
405,22.0,F,healthcare,10019
406,52.0,M,educator,93109
407,29.0,M,engineer,03261
408,23.0,M,student,61755
409,48.0,M,administrator,98225
410,30.0,F,artist,94025
411,34.0,M,educator,44691
412,25.0,M,educator,15222
413,55.0,M,educator,78212
414,24.0,M,programmer,38115
415,39.0,M,educator,85711
416,20.0,F,student,92626
417,27.0,F,other,48103
418,55.0,F,none,21206
419,37.0,M,lawyer,43215
420,53.0,M,educator,02140
421,38.0,F,programmer,55105
422,26.0,M,entertainment,94533
423,64.0,M,other,91606
424,36.0,F,marketing,55422
425,19.0,M,student,58644
426,55.0,M,educator,01602
427,51.0,M,doctor,85258
428,28.0,M,student,55414
429,27.0,M,student,29205
430,38.0,M,scientist,98199
431,24.0,M,marketing,92629
432,22.0,M,entertainment,50311
433,27.0,M,artist,11211
434,16.0,F,student,49705
435,24.0,M,engineer,60007
436,30.0,F,administrator,17345
437,27.0,F,other,20009
438,51.0,F,administrator,43204
439,23.0,F,administrator,20817
440,30.0,M,other,48076
441,50.0,M,technician,55013
442,22.0,M,student,85282
443,35.0,M,salesman,33308
444,51.0,F,lawyer,53202
445,21.0,M,writer,92653
446,57.0,M,educator,60201
447,30.0,M,administrator,55113
448,23.0,M,entertainment,10021
449,23.0,M,librarian,55021
450,35.0,F,educator,11758
451,16.0,M,student,48446
452,35.0,M,administrator,28018
453,18.0,M,student,06333
454,57.0,M,other,97330
455,48.0,M,administrator,83709
456,24.0,M,technician,31820
457,33.0,F,salesman,30011
458,47.0,M,technician,Y1A6B
459,22.0,M,student,29201
460,44.0,F,other,60630
461,15.0,M,student,98102
462,19.0,F,student,02918
463,48.0,F,healthcare,75218
464,60.0,M,writer,94583
465,32.0,M,other,05001
466,22.0,M,student,90804
467,29.0,M,engineer,91201
468,28.0,M,engineer,02341
469,60.0,M,educator,78628
470,24.0,M,programmer,10021
471,10.0,M,student,77459
472,24.0,M,student,87544
473,29.0,M,student,94708
474,51.0,M,executive,93711
475,30.0,M,programmer,75230
476,28.0,M,student,60440
477,23.0,F,student,02125
478,29.0,M,other,10019
479,30.0,M,educator,55409
480,57.0,M,retired,98257
481,73.0,M,retired,37771
482,18.0,F,student,40256
483,29.0,M,scientist,43212
484,27.0,M,student,21208
485,44.0,F,educator,95821
486,39.0,M,educator,93101
487,22.0,M,engineer,92121
488,48.0,M,technician,21012
489,55.0,M,other,45218
490,29.0,F,artist,V5A2B
491,43.0,F,writer,53711
492,57.0,M,educator,94618
493,22.0,M,engineer,60090
494,38.0,F,administrator,49428
495,29.0,M,engineer,03052
496,21.0,F,student,55414
497,20.0,M,student,50112
498,26.0,M,writer,55408
499,42.0,M,programmer,75006
500,28.0,M,administrator,94305
501,22.0,M,student,10025
502,22.0,M,student,23092
503,50.0,F,writer,27514
504,40.0,F,writer,92115
505,27.0,F,other,20657
506,46.0,M,programmer,03869
507,18.0,F,writer,28450
508,27.0,M,marketing,19382
509,23.0,M,administrator,10011
510,34.0,M,other,98038
511,22.0,M,student,21250
512,29.0,M,other,20090
513,43.0,M,administrator,26241
514,27.0,M,programmer,20707
515,53.0,M,marketing,49508
516,53.0,F,librarian,10021
517,24.0,M,student,55454
518,49.0,F,writer,99709
519,22.0,M,other,55320
520,62.0,M,healthcare,12603
521,19.0,M,student,02146
522,36.0,M,engineer,55443
523,50.0,F,administrator,04102
524,56.0,M,educator,02159
525,27.0,F,administrator,19711
526,30.0,M,marketing,97124
527,33.0,M,librarian,12180
528,18.0,M,student,55104
529,47.0,F,administrator,44224
530,29.0,M,engineer,94040
531,30.0,F,salesman,97408
532,20.0,M,student,92705
533,43.0,M,librarian,02324
534,20.0,M,student,05464
535,45.0,F,educator,80302
536,38.0,M,engineer,30078
537,36.0,M,engineer,22902
538,31.0,M,scientist,21010
539,53.0,F,administrator,80303
540,28.0,M,engineer,91201
541,19.0,F,student,84302
542,21.0,M,student,60515
543,33.0,M,scientist,95123
544,44.0,F,other,29464
545,27.0,M,technician,08052
546,36.0,M,executive,22911
547,50.0,M,educator,14534
548,51.0,M,writer,95468
549,42.0,M,scientist,45680
550,16.0,F,student,95453
551,25.0,M,programmer,55414
552,45.0,M,other,68147
553,58.0,M,educator,62901
554,32.0,M,scientist,62901
555,29.0,F,educator,23227
556,35.0,F,educator,30606
557,30.0,F,writer,11217
558,56.0,F,writer,63132
559,69.0,M,executive,10022
560,32.0,M,student,10003
561,23.0,M,engineer,60005
562,54.0,F,administrator,20879
563,39.0,F,librarian,32707
564,65.0,M,retired,94591
565,40.0,M,student,55422
566,20.0,M,student,14627
567,24.0,M,entertainment,10003
568,39.0,M,educator,01915
569,34.0,M,educator,91903
570,26.0,M,educator,14627
571,34.0,M,artist,01945
572,51.0,M,educator,20003
573,68.0,M,retired,48911
574,56.0,M,educator,53188
575,33.0,M,marketing,46032
576,48.0,M,executive,98281
577,36.0,F,student,77845
578,31.0,M,administrator,M7A1A
579,32.0,M,educator,48103
580,16.0,M,student,17961
581,37.0,M,other,94131
582,17.0,M,student,93003
583,44.0,M,engineer,29631
584,25.0,M,student,27511
585,69.0,M,librarian,98501
586,20.0,M,student,79508
587,26.0,M,other,14216
588,18.0,F,student,93063
589,21.0,M,lawyer,90034
590,50.0,M,educator,82435
591,57.0,F,librarian,92093
592,18.0,M,student,97520
593,31.0,F,educator,68767
594,46.0,M,educator,M4J2K
595,25.0,M,programmer,31909
596,20.0,M,artist,77073
597,23.0,M,other,84116
598,40.0,F,marketing,43085
599,22.0,F,student,R3T5K
600,34.0,M,programmer,02320
601,19.0,F,artist,99687
602,47.0,F,other,34656
603,21.0,M,programmer,47905
604,39.0,M,educator,11787
605,33.0,M,engineer,33716
606,28.0,M,programmer,63044
607,49.0,F,healthcare,02154
608,22.0,M,other,10003
609,13.0,F,student,55106
610,22.0,M,student,21227
611,46.0,M,librarian,77008
612,36.0,M,educator,79070
613,37.0,F,marketing,29678
614,54.0,M,educator,80227
615,38.0,M,educator,27705
616,55.0,M,scientist,50613
617,27.0,F,writer,11201
618,15.0,F,student,44212
619,17.0,M,student,44134
620,18.0,F,writer,81648
621,17.0,M,student,60402
622,25.0,M,programmer,14850
623,50.0,F,educator,60187
624,19.0,M,student,30067
625,27.0,M,programmer,20723
626,23.0,M,scientist,19807
627,24.0,M,engineer,08034
628,13.0,M,none,94306
629,46.0,F,other,44224
630,26.0,F,healthcare,55408
631,18.0,F,student,38866
632,18.0,M,student,55454
633,35.0,M,programmer,55414
634,39.0,M,engineer,T8H1N
635,22.0,M,other,23237
636,47.0,M,educator,48043
637,30.0,M,other,74101
638,45.0,M,engineer,01940
639,42.0,F,librarian,12065
640,20.0,M,student,61801
641,24.0,M,student,60626
642,18.0,F,student,95521
643,39.0,M,scientist,55122
644,51.0,M,retired,63645
645,27.0,M,programmer,53211
646,17.0,F,student,51250
647,40.0,M,educator,45810
648,43.0,M,engineer,91351
649,20.0,M,student,39762
650,42.0,M,engineer,83814
651,65.0,M,retired,02903
652,35.0,M,other,22911
653,31.0,M,executive,55105
654,27.0,F,student,78739
655,50.0,F,healthcare,60657
656,48.0,M,educator,10314
657,26.0,F,none,78704
658,33.0,M,programmer,92626
659,31.0,M,educator,54248
660,26.0,M,student,77380
661,28.0,M,programmer,98121
662,55.0,M,librarian,19102
663,26.0,M,other,19341
664,30.0,M,engineer,94115
665,25.0,M,administrator,55412
666,44.0,M,administrator,61820
667,35.0,M,librarian,01970
668,29.0,F,writer,10016
669,37.0,M,other,20009
670,30.0,M,technician,21114
671,21.0,M,programmer,91919
672,54.0,F,administrator,90095
673,51.0,M,educator,22906
674,13.0,F,student,55337
675,34.0,M,other,28814
676,30.0,M,programmer,32712
677,20.0,M,other,99835
678,50.0,M,educator,61462
679,20.0,F,student,54302
680,33.0,M,lawyer,90405
681,44.0,F,marketing,97208
682,23.0,M,programmer,55128
683,42.0,M,librarian,23509
684,28.0,M,student,55414
685,32.0,F,librarian,55409
686,32.0,M,educator,26506
687,31.0,F,healthcare,27713
688,37.0,F,administrator,60476
689,25.0,M,other,45439
690,35.0,M,salesman,63304
691,34.0,M,educator,60089
692,34.0,M,engineer,18053
693,43.0,F,healthcare,85210
694,60.0,M,programmer,06365
695,26.0,M,writer,38115
696,55.0,M,other,94920
697,25.0,M,other,77042
698,28.0,F,programmer,06906
699,44.0,M,other,96754
700,17.0,M,student,76309
701,51.0,F,librarian,56321
702,37.0,M,other,89104
703,26.0,M,educator,49512
704,51.0,F,librarian,91105
705,21.0,F,student,54494
706,23.0,M,student,55454
707,56.0,F,librarian,19146
708,26.0,F,homemaker,96349
709,21.0,M,other,N4T1A
710,19.0,M,student,92020
711,22.0,F,student,15203
712,22.0,F,student,54901
713,42.0,F,other,07204
714,26.0,M,engineer,55343
715,21.0,M,technician,91206
716,36.0,F,administrator,44265
717,24.0,M,technician,84105
718,42.0,M,technician,64118
719,37.0,F,other,V0R2H
720,49.0,F,administrator,16506
721,24.0,F,entertainment,11238
722,50.0,F,homemaker,17331
723,26.0,M,executive,94403
724,31.0,M,executive,40243
725,21.0,M,student,91711
726,25.0,F,administrator,80538
727,25.0,M,student,78741
728,58.0,M,executive,94306
729,19.0,M,student,56567
730,31.0,F,scientist,32114
731,41.0,F,educator,70403
732,28.0,F,other,98405
733,44.0,F,other,60630
734,25.0,F,other,63108
735,29.0,F,healthcare,85719
736,48.0,F,writer,94618
737,30.0,M,programmer,98072
738,35.0,M,technician,95403
739,35.0,M,technician,73162
740,25.0,F,educator,22206
741,25.0,M,writer,63108
742,35.0,M,student,29210
743,31.0,M,programmer,92660
744,35.0,M,marketing,47024
745,42.0,M,writer,55113
746,25.0,M,engineer,19047
747,19.0,M,other,93612
748,28.0,M,administrator,94720
749,33.0,M,other,80919
750,28.0,M,administrator,32303
751,24.0,F,other,90034
752,60.0,M,retired,21201
753,56.0,M,salesman,91206
754,59.0,F,librarian,62901
755,44.0,F,educator,97007
756,30.0,F,none,90247
757,26.0,M,student,55104
758,27.0,M,student,53706
759,20.0,F,student,68503
760,35.0,F,other,14211
761,17.0,M,student,97302
762,32.0,M,administrator,95050
763,27.0,M,scientist,02113
764,27.0,F,educator,62903
765,31.0,M,student,33066
766,42.0,M,other,10960
767,70.0,M,engineer,00000
768,29.0,M,administrator,12866
769,39.0,M,executive,06927
770,28.0,M,student,14216
771,26.0,M,student,15232
772,50.0,M,writer,27105
773,20.0,M,student,55414
774,30.0,M,student,80027
775,46.0,M,executive,90036
776,30.0,M,librarian,51157
777,63.0,M,programmer,01810
778,34.0,M,student,01960
779,31.0,M,student,K7L5J
780,49.0,M,programmer,94560
781,20.0,M,student,48825
782,21.0,F,artist,33205
783,30.0,M,marketing,77081
784,47.0,M,administrator,91040
785,32.0,M,engineer,23322
786,36.0,F,engineer,01754
787,18.0,F,student,98620
788,51.0,M,administrator,05779
789,29.0,M,other,55420
790,27.0,M,technician,80913
791,31.0,M,educator,20064
792,40.0,M,programmer,12205
793,22.0,M,student,85281
794,32.0,M,educator,57197
795,30.0,M,programmer,08610
796,32.0,F,writer,33755
797,44.0,F,other,62522
798,40.0,F,writer,64131
799,49.0,F,administrator,19716
800,25.0,M,programmer,55337
801,22.0,M,writer,92154
802,35.0,M,administrator,34105
803,70.0,M,administrator,78212
804,39.0,M,educator,61820
805,27.0,F,other,20009
806,27.0,M,marketing,11217
807,41.0,F,healthcare,93555
808,45.0,M,salesman,90016
809,50.0,F,marketing,30803
810,55.0,F,other,80526
811,40.0,F,educator,73013
812,22.0,M,technician,76234
813,14.0,F,student,02136
814,30.0,M,other,12345
815,32.0,M,other,28806
816,34.0,M,other,20755
817,19.0,M,student,60152
818,28.0,M,librarian,27514
819,59.0,M,administrator,40205
820,22.0,M,student,37725
821,37.0,M,engineer,77845
822,29.0,F,librarian,53144
823,27.0,M,artist,50322
824,31.0,M,other,15017
825,44.0,M,engineer,05452
826,28.0,M,artist,77048
827,23.0,F,engineer,80228
828,28.0,M,librarian,85282
829,48.0,M,writer,80209
830,46.0,M,programmer,53066
831,21.0,M,other,33765
832,24.0,M,technician,77042
833,34.0,M,writer,90019
834,26.0,M,other,64153
835,44.0,F,executive,11577
836,44.0,M,artist,10018
837,36.0,F,artist,55409
838,23.0,M,student,01375
839,38.0,F,entertainment,90814
840,39.0,M,artist,55406
841,45.0,M,doctor,47401
842,40.0,M,writer,93055
843,35.0,M,librarian,44212
844,22.0,M,engineer,95662
845,64.0,M,doctor,97405
846,27.0,M,lawyer,47130
847,29.0,M,student,55417
848,46.0,M,engineer,02146
849,15.0,F,student,25652
850,34.0,M,technician,78390
851,18.0,M,other,29646
852,46.0,M,administrator,94086
853,49.0,M,writer,40515
854,29.0,F,student,55408
855,53.0,M,librarian,04988
856,43.0,F,marketing,97215
857,35.0,F,administrator,V1G4L
858,63.0,M,educator,09645
859,18.0,F,other,06492
860,70.0,F,retired,48322
861,38.0,F,student,14085
862,25.0,M,executive,13820
863,17.0,M,student,60089
864,27.0,M,programmer,63021
865,25.0,M,artist,11231
866,45.0,M,other,60302
867,24.0,M,scientist,92507
868,21.0,M,programmer,55303
869,30.0,M,student,10025
870,22.0,M,student,65203
871,31.0,M,executive,44648
872,19.0,F,student,74078
873,48.0,F,administrator,33763
874,36.0,M,scientist,37076
875,24.0,F,student,35802
876,41.0,M,other,20902
877,30.0,M,other,77504
878,50.0,F,educator,98027
879,33.0,F,administrator,55337
880,13.0,M,student,83702
881,39.0,M,marketing,43017
882,35.0,M,engineer,40503
883,49.0,M,librarian,50266
884,44.0,M,engineer,55337
885,30.0,F,other,95316
886,20.0,M,student,61820
887,14.0,F,student,27249
888,41.0,M,scientist,17036
889,24.0,M,technician,78704
890,32.0,M,student,97301
891,51.0,F,administrator,03062
892,36.0,M,other,45243
893,25.0,M,student,95823
894,47.0,M,educator,74075
895,31.0,F,librarian,32301
896,28.0,M,writer,91505
897,30.0,M,other,33484
898,23.0,M,homemaker,61755
899,32.0,M,other,55116
900,60.0,M,retired,18505
901,38.0,M,executive,L1V3W
902,45.0,F,artist,97203
903,28.0,M,educator,20850
904,17.0,F,student,61073
905,27.0,M,other,30350
906,45.0,M,librarian,70124
907,25.0,F,other,80526
908,44.0,F,librarian,68504
909,50.0,F,educator,53171
910,28.0,M,healthcare,29301
911,37.0,F,writer,53210
912,51.0,M,other,06512
913,27.0,M,student,76201
914,44.0,F,other,08105
915,50.0,M,entertainment,60614
916,27.0,M,engineer,N2L5N
917,22.0,F,student,20006
918,40.0,M,scientist,70116
919,25.0,M,other,14216
920,30.0,F,artist,90008
921,20.0,F,student,98801
922,29.0,F,administrator,21114
923,21.0,M,student,E2E3R
924,29.0,M,other,11753
925,18.0,F,salesman,49036
926,49.0,M,entertainment,01701
927,23.0,M,programmer,55428
928,21.0,M,student,55408
929,44.0,M,scientist,53711
930,28.0,F,scientist,07310
931,60.0,M,educator,33556
932,58.0,M,educator,06437
933,28.0,M,student,48105
934,61.0,M,engineer,22902
935,42.0,M,doctor,66221
936,24.0,M,other,32789
937,48.0,M,educator,98072
938,38.0,F,technician,55038
939,26.0,F,student,33319
940,32.0,M,administrator,02215
941,20.0,M,student,97229
942,48.0,F,librarian,78209
943,22.0,M,student,77841
