user_id,item_id,rating,timestamp,timestamp_dt
488,732,4,891294606,1998-03-30 21:50:06
665,417,3,884293569,1998-01-08 21:06:09
601,87,4,876349503,1997-10-08 22:25:03
592,260,4,882607690,1997-12-20 08:48:10
279,67,4,875310419,1997-09-26 21:46:59
385,403,3,879447181,1997-11-13 18:53:01
807,528,4,892530173,1998-04-14 05:02:53
769,546,4,885424242,1998-01-21 23:10:42
349,459,4,879465569,1997-11-13 23:59:29
868,201,2,877104264,1997-10-17 16:04:24
557,529,5,881179455,1997-12-03 20:04:15
790,98,5,885156375,1998-01-18 20:46:15
366,758,3,888857684,1998-03-02 16:54:44
721,87,3,877140859,1997-10-18 02:14:19
301,401,4,882078040,1997-12-14 05:40:40
151,9,4,879524199,1997-11-14 16:16:39
361,97,4,879440740,1997-11-13 17:05:40
433,294,3,880585271,1997-11-26 23:01:11
782,354,2,891497698,1998-04-02 06:14:58
380,610,2,885478886,1998-01-22 14:21:26
363,393,4,891497925,1998-04-02 06:18:45
830,211,4,891898720,1998-04-06 21:38:40
268,232,3,875310745,1997-09-26 21:52:25
616,289,4,891224840,1998-03-30 02:27:20
922,450,4,891447876,1998-04-01 16:24:36
896,632,2,887159261,1998-02-11 01:07:41
46,690,5,883611274,1997-12-31 23:34:34
49,347,3,888065487,1998-02-21 12:51:27
159,591,4,880557060,1997-11-26 15:11:00
406,468,1,879446361,1997-11-13 18:39:21
123,511,5,879872066,1997-11-18 16:54:26
318,70,5,884496368,1998-01-11 05:26:08
881,1540,1,876539091,1997-10-11 03:04:51
49,1078,1,888067164,1998-02-21 13:19:24
467,273,4,879532565,1997-11-14 18:36:05
559,385,4,891035111,1998-03-27 21:45:11
77,778,2,884753203,1998-01-14 04:46:43
774,68,3,888557329,1998-02-27 05:28:49
854,12,5,882813990,1997-12-22 18:06:30
383,166,4,891192858,1998-03-29 17:34:18
7,145,1,891354530,1998-03-31 14:28:50
928,9,5,880937163,1997-12-01 00:46:03
774,399,2,888556169,1998-02-27 05:09:29
136,258,5,882693234,1997-12-21 08:33:54
741,651,4,891018507,1998-03-27 17:08:27
299,32,3,877881169,1997-10-26 15:52:49
132,1019,3,891278867,1998-03-30 17:27:47
378,410,3,882022445,1997-12-13 14:14:05
606,258,4,887058788,1998-02-09 21:13:08
718,471,5,883348634,1997-12-28 22:37:14
248,176,5,884534808,1998-01-11 16:06:48
236,211,3,890116539,1998-03-17 06:35:39
918,170,4,891987205,1998-04-07 22:13:25
234,412,2,892336322,1998-04-11 23:12:02
22,21,4,878886750,1997-11-07 07:12:30
385,631,3,879461422,1997-11-13 22:50:22
437,28,3,880140534,1997-11-21 19:28:54
230,371,4,880485330,1997-11-25 19:15:30
217,231,5,889069974,1998-03-05 03:52:54
805,771,5,881695999,1997-12-09 19:33:19
833,185,5,875039416,1997-09-23 18:30:16
291,1209,1,875086308,1997-09-24 07:31:48
877,258,4,882676234,1997-12-21 03:50:34
624,126,4,879792395,1997-11-17 18:46:35
579,1074,3,880952579,1997-12-01 05:02:59
452,945,4,888323595,1998-02-24 12:33:15
269,741,5,891457067,1998-04-01 18:57:47
447,89,5,878855723,1997-11-06 22:35:23
390,1,5,879694066,1997-11-16 15:27:46
286,268,4,884069298,1998-01-06 06:48:18
489,875,2,891449465,1998-04-01 16:51:05
327,527,4,887745319,1998-02-17 19:55:19
498,181,2,881955014,1997-12-12 19:30:14
731,494,3,886179161,1998-01-30 16:52:41
54,25,4,880936500,1997-12-01 00:35:00
642,570,1,886131332,1998-01-30 03:35:32
646,300,3,888528418,1998-02-26 21:26:58
496,1473,3,876072548,1997-10-05 17:29:08
114,176,5,881260203,1997-12-04 18:30:03
501,546,4,883348283,1997-12-28 22:31:23
201,587,4,884140975,1998-01-07 02:42:55
630,288,4,885666102,1998-01-24 18:21:42
450,465,4,887834823,1998-02-18 20:47:03
859,1014,4,885775564,1998-01-26 00:46:04
466,679,3,890285159,1998-03-19 05:25:59
297,282,3,874954845,1997-09-22 19:00:45
320,421,4,884750968,1998-01-14 04:09:28
152,237,5,880148734,1997-11-21 21:45:34
276,941,3,877934065,1997-10-27 06:34:25
409,680,1,881105677,1997-12-02 23:34:37
325,521,4,891478160,1998-04-02 00:49:20
95,416,4,888954961,1998-03-03 19:56:01
864,52,4,888888861,1998-03-03 01:34:21
6,294,2,883599938,1997-12-31 20:25:38
713,362,1,888882040,1998-03-02 23:40:40
331,180,5,877196567,1997-10-18 17:42:47
591,94,3,891031603,1998-03-27 20:46:43
101,278,2,877136737,1997-10-18 01:05:37
38,392,5,892430120,1998-04-13 01:15:20
7,56,5,891351432,1998-03-31 13:37:12
346,2,5,875263473,1997-09-26 08:44:33
843,633,3,879447285,1997-11-13 18:54:45
286,1502,2,877535499,1997-10-22 15:51:39
450,651,5,882376658,1997-12-17 16:37:38
313,203,5,891013859,1998-03-27 15:50:59
524,286,5,884287379,1998-01-08 19:22:59
271,141,4,885849114,1998-01-26 21:11:54
338,286,4,879437522,1997-11-13 16:12:02
1,271,2,887431672,1998-02-14 04:47:52
86,269,4,879569486,1997-11-15 04:51:26
151,152,3,879525075,1997-11-14 16:31:15
43,291,3,883955995,1998-01-04 23:19:55
761,840,4,876190753,1997-10-07 02:19:13
790,184,3,885156958,1998-01-18 20:55:58
15,815,1,879456108,1997-11-13 21:21:48
334,100,5,891544707,1998-04-02 19:18:27
354,258,4,891180399,1998-03-29 14:06:39
518,300,3,876822581,1997-10-14 09:49:41
294,298,5,877819265,1997-10-25 22:41:05
486,823,4,879875347,1997-11-18 17:49:07
197,362,4,891409199,1998-04-01 05:39:59
786,240,1,882842762,1997-12-23 02:06:02
271,28,5,885849025,1998-01-26 21:10:25
64,1141,5,889739834,1998-03-12 21:57:14
65,69,3,879216479,1997-11-11 02:47:59
406,184,2,879792863,1997-11-17 18:54:23
13,414,5,882141458,1997-12-14 23:17:38
151,531,3,879524738,1997-11-14 16:25:38
195,507,4,875436627,1997-09-28 08:50:27
698,490,3,886366814,1998-02-01 21:00:14
303,813,4,879467985,1997-11-14 00:39:45
222,772,2,878181906,1997-10-30 03:25:06
373,528,3,877104115,1997-10-17 16:01:55
474,1286,2,887927670,1998-02-19 22:34:30
89,301,5,879461219,1997-11-13 22:46:59
829,733,2,887584684,1998-02-15 23:18:04
343,473,3,876403212,1997-10-09 13:20:12
777,273,4,875979432,1997-10-04 15:37:12
600,1110,3,888452564,1998-02-26 00:22:44
321,64,3,879438607,1997-11-13 16:30:07
385,489,5,884631784,1998-01-12 19:03:04
363,265,3,891495339,1998-04-02 05:35:39
751,1446,2,889298694,1998-03-07 19:24:54
100,326,3,891375630,1998-03-31 20:20:30
498,14,4,881955189,1997-12-12 19:33:09
544,689,2,884795706,1998-01-14 16:35:06
835,185,4,891033957,1998-03-27 21:25:57
401,26,3,891033395,1998-03-27 21:16:35
488,526,4,891294530,1998-03-30 21:48:50
474,23,4,887925620,1998-02-19 22:00:20
271,15,3,885847876,1998-01-26 20:51:16
662,275,4,880571006,1997-11-26 19:03:26
593,580,1,876507120,1997-10-10 18:12:00
387,219,2,886481686,1998-02-03 04:54:46
920,311,3,884219701,1998-01-08 00:35:01
116,271,4,886310197,1998-02-01 05:16:37
634,988,1,875729217,1997-10-01 18:06:57
347,323,1,881652142,1997-12-09 07:22:22
378,179,2,880055336,1997-11-20 19:48:56
297,514,3,875239383,1997-09-26 02:03:03
497,294,4,878759351,1997-11-05 19:49:11
896,132,3,887158579,1998-02-11 00:56:19
224,294,4,888081976,1998-02-21 17:26:16
181,1326,1,878963342,1997-11-08 04:29:02
499,7,4,882996793,1997-12-24 20:53:13
927,449,4,879196230,1997-11-10 21:10:30
244,735,5,880605697,1997-11-27 04:41:37
450,89,5,882371311,1997-12-17 15:08:31
526,7,4,885682400,1998-01-24 22:53:20
299,508,4,877878451,1997-10-26 15:07:31
542,194,4,886532534,1998-02-03 19:02:14
877,949,3,882677440,1997-12-21 04:10:40
749,1188,3,878850610,1997-11-06 21:10:10
456,421,3,881374086,1997-12-06 02:08:06
314,66,5,877887763,1997-10-26 17:42:43
774,226,2,888557330,1998-02-27 05:28:50
666,709,4,880314144,1997-11-23 19:42:24
613,514,4,891227236,1998-03-30 03:07:16
840,257,3,891204056,1998-03-29 20:40:56
126,286,3,887853469,1998-02-19 01:57:49
82,276,4,876311344,1997-10-08 11:49:04
882,204,5,879864697,1997-11-18 14:51:37
136,100,5,882693338,1997-12-21 08:35:38
297,147,3,874955183,1997-09-22 19:06:23
659,1138,4,891045266,1998-03-28 00:34:26
206,683,1,888179980,1998-02-22 20:39:40
516,523,3,891290649,1998-03-30 20:44:09
214,32,4,892668249,1998-04-15 19:24:09
335,300,5,891567029,1998-04-03 01:30:29
84,151,4,883449993,1997-12-30 02:46:33
717,312,5,884642133,1998-01-12 21:55:33
711,217,4,879994454,1997-11-20 02:54:14
712,584,4,874730342,1997-09-20 04:39:02
943,22,4,888639042,1998-02-28 04:10:42
872,905,4,888479034,1998-02-26 07:43:54
291,794,4,875087334,1997-09-24 07:48:54
322,653,4,887314310,1998-02-12 20:11:50
178,39,2,882827645,1997-12-22 21:54:05
447,157,4,878856290,1997-11-06 22:44:50
554,423,4,876550182,1997-10-11 06:09:42
143,286,2,888407586,1998-02-25 11:53:06
458,245,2,889324066,1998-03-08 02:27:46
78,289,4,879633567,1997-11-15 22:39:27
285,191,4,890595859,1998-03-22 19:44:19
634,819,2,876171049,1997-10-06 20:50:49
648,117,2,882211301,1997-12-15 18:41:41
318,301,4,884470034,1998-01-10 22:07:14
393,420,3,889728074,1998-03-12 18:41:14
336,734,1,877757516,1997-10-25 05:31:56
913,99,4,881366878,1997-12-06 00:07:58
561,1210,1,885810813,1998-01-26 10:33:33
339,12,5,891032659,1998-03-27 21:04:19
632,480,5,879459739,1997-11-13 22:22:19
90,703,3,891384997,1998-03-31 22:56:37
805,5,4,881695293,1997-12-09 19:21:33
178,209,4,882826944,1997-12-22 21:42:24
221,1314,3,875247833,1997-09-26 04:23:53
543,528,4,874864666,1997-09-21 17:57:46
546,930,5,885141260,1998-01-18 16:34:20
815,77,4,878695798,1997-11-05 02:09:58
617,558,3,883789425,1998-01-03 01:03:45
733,279,2,879535968,1997-11-14 19:32:48
320,50,4,884749227,1998-01-14 03:40:27
393,24,3,889729674,1998-03-12 19:07:54
868,81,4,877107373,1997-10-17 16:56:13
689,295,1,876676334,1997-10-12 17:12:14
291,555,1,874868629,1997-09-21 19:03:49
349,544,4,879465933,1997-11-14 00:05:33
709,82,4,879848645,1997-11-18 10:24:05
913,418,3,881368742,1997-12-06 00:39:02
250,240,4,878092171,1997-10-29 02:29:31
548,79,5,891044482,1998-03-28 00:21:22
639,483,5,891240520,1998-03-30 06:48:40
110,905,3,886987236,1998-02-09 01:20:36
165,651,5,879525961,1997-11-14 16:46:01
422,237,4,875130230,1997-09-24 19:43:50
320,751,4,884748470,1998-01-14 03:27:50
141,244,5,884585247,1998-01-12 06:07:27
857,348,1,883432170,1997-12-29 21:49:30
927,1047,4,879181192,1997-11-10 16:59:52
181,976,1,878963342,1997-11-08 04:29:02
564,1016,2,888730699,1998-03-01 05:38:19
310,1022,5,879435764,1997-11-13 15:42:44
740,873,2,879522872,1997-11-14 15:54:32
861,20,4,881274857,1997-12-04 22:34:17
882,174,5,879864697,1997-11-18 14:51:37
188,504,3,875074589,1997-09-24 04:16:29
398,144,5,875658715,1997-09-30 22:31:55
325,506,5,891478180,1998-04-02 00:49:40
543,180,4,874866208,1997-09-21 18:23:28
274,1063,4,878946502,1997-11-07 23:48:22
798,815,5,875295695,1997-09-26 17:41:35
132,806,3,891278896,1998-03-30 17:28:16
13,50,5,882140001,1997-12-14 22:53:21
597,328,4,875339132,1997-09-27 05:45:32
72,866,4,880035887,1997-11-20 14:24:47
663,330,4,889491739,1998-03-10 01:02:19
639,88,3,891239638,1998-03-30 06:33:58
53,64,5,879442384,1997-11-13 17:33:04
663,1059,2,889492614,1998-03-10 01:16:54
320,572,3,884751316,1998-01-14 04:15:16
83,575,4,880309339,1997-11-23 18:22:19
59,525,3,888204758,1998-02-23 03:32:38
500,93,4,883865020,1998-01-03 22:03:40
399,195,2,882342669,1997-12-17 07:11:09
665,527,3,884294880,1998-01-08 21:28:00
188,159,3,875074589,1997-09-24 04:16:29
656,316,3,892318450,1998-04-11 18:14:10
104,286,1,888442304,1998-02-25 21:31:44
468,662,4,875291570,1997-09-26 16:32:50
481,498,5,885828619,1998-01-26 15:30:19
537,707,4,886031576,1998-01-28 23:52:56
38,410,3,892432750,1998-04-13 01:59:10
599,274,5,880952144,1997-12-01 04:55:44
1,227,4,876892946,1997-10-15 05:22:26
345,518,4,884916484,1998-01-16 02:08:04
694,177,5,875726886,1997-10-01 17:28:06
109,373,5,880583241,1997-11-26 22:27:21
847,473,2,878938855,1997-11-07 21:40:55
795,81,4,883250055,1997-12-27 19:14:15
109,172,5,880572528,1997-11-26 19:28:48
567,608,4,882426021,1997-12-18 06:20:21
189,15,2,893264335,1998-04-22 16:58:55
532,300,5,888635239,1998-02-28 03:07:19
303,120,2,879544099,1997-11-14 21:48:19
329,198,4,891656268,1998-04-04 02:17:48
645,61,5,892054508,1998-04-08 16:55:08
627,729,1,879530600,1997-11-14 18:03:20
400,288,4,885676365,1998-01-24 21:12:45
361,1152,2,879441008,1997-11-13 17:10:08
654,144,5,887864907,1998-02-19 05:08:27
454,228,3,881959960,1997-12-12 20:52:40
445,271,1,891199458,1998-03-29 19:24:18
811,292,3,886377041,1998-02-01 23:50:41
540,109,4,882157194,1997-12-15 03:39:54
537,778,3,886031106,1998-01-28 23:45:06
1,88,4,878542791,1997-11-03 07:39:51
709,559,3,879848209,1997-11-18 10:16:49
457,380,4,882392854,1997-12-17 21:07:34
763,960,4,878915958,1997-11-07 15:19:18
397,197,5,885349825,1998-01-21 02:30:25
894,305,4,880415834,1997-11-24 23:57:14
835,1278,5,891032653,1998-03-27 21:04:13
550,405,4,883426027,1997-12-29 20:07:07
297,97,5,875239871,1997-09-26 02:11:11
451,327,4,879012580,1997-11-08 18:09:40
682,542,2,888523227,1998-02-26 20:00:27
121,237,5,891388708,1998-03-31 23:58:28
334,305,2,891544135,1998-04-02 19:08:55
92,961,4,875811128,1997-10-02 16:52:08
189,165,5,893265535,1998-04-22 17:18:55
872,117,4,888479171,1998-02-26 07:46:11
860,220,3,885145702,1998-01-18 17:48:22
117,268,5,880124306,1997-11-21 14:58:26
892,417,3,886610588,1998-02-04 16:43:08
313,608,4,891017585,1998-03-27 16:53:05
8,241,4,879362423,1997-11-12 19:20:23
207,15,4,876198392,1997-10-07 04:26:32
716,209,3,879795543,1997-11-17 19:39:03
373,494,4,877099178,1997-10-17 14:39:38
452,99,3,875562410,1997-09-29 19:46:50
591,934,3,891039769,1998-03-27 23:02:49
928,358,5,880936023,1997-12-01 00:27:03
786,504,4,882843352,1997-12-23 02:15:52
328,172,4,885045528,1998-01-17 13:58:48
704,648,5,891397667,1998-04-01 02:27:47
7,514,2,891351121,1998-03-31 13:32:01
919,709,3,875374088,1997-09-27 15:28:08
58,475,5,884304609,1998-01-09 00:10:09
507,748,5,889964844,1998-03-15 12:27:24
76,192,5,875027442,1997-09-23 15:10:42
825,619,4,880756834,1997-11-28 22:40:34
181,1162,1,878962392,1997-11-08 04:13:12
468,642,3,875291403,1997-09-26 16:30:03
102,184,2,888801465,1998-03-02 01:17:45
911,709,5,892839846,1998-04-17 19:04:06
450,507,5,882373020,1997-12-17 15:37:00
311,399,4,884366269,1998-01-09 17:17:49
768,14,5,883835026,1998-01-03 13:43:46
332,827,4,887938503,1998-02-20 01:35:03
620,625,3,889988005,1998-03-15 18:53:25
889,192,3,880178204,1997-11-22 05:56:44
796,275,4,892660211,1998-04-15 17:10:11
551,210,4,892777787,1998-04-17 01:49:47
592,1047,1,882608736,1997-12-20 09:05:36
373,153,5,877100354,1997-10-17 14:59:14
170,292,5,884103732,1998-01-06 16:22:12
496,206,4,876068615,1997-10-05 16:23:35
280,544,4,891701302,1998-04-04 14:48:22
244,197,4,880605838,1997-11-27 04:43:58
75,1001,1,884050531,1998-01-06 01:35:31
887,470,3,881380773,1997-12-06 03:59:33
561,1524,4,885809897,1998-01-26 10:18:17
450,13,3,882373297,1997-12-17 15:41:37
489,245,3,891366838,1998-03-31 17:53:58
927,79,3,879184644,1997-11-10 17:57:24
130,975,5,876251357,1997-10-07 19:09:17
130,404,5,875802137,1997-10-02 14:22:17
320,410,4,884748839,1998-01-14 03:33:59
883,487,5,891755066,1998-04-05 05:44:26
13,631,3,882140624,1997-12-14 23:03:44
673,328,4,888787355,1998-03-01 21:22:35
804,552,4,879446209,1997-11-13 18:36:49
943,228,3,888693158,1998-02-28 19:12:38
498,985,1,881961877,1997-12-12 21:24:37
807,403,4,892979116,1998-04-19 09:45:16
118,200,5,875384647,1997-09-27 18:24:07
146,307,3,891457905,1998-04-01 19:11:45
276,89,5,874792366,1997-09-20 21:52:46
921,934,3,879380496,1997-11-13 00:21:36
409,705,2,881109175,1997-12-03 00:32:55
437,640,1,881002300,1997-12-01 18:51:40
10,178,5,877888677,1997-10-26 17:57:57
14,151,5,876964725,1997-10-16 01:18:45
766,521,4,891309261,1998-03-31 01:54:21
405,1030,1,885547605,1998-01-23 09:26:45
75,597,3,884050940,1998-01-06 01:42:20
806,88,4,882390191,1997-12-17 20:23:11
330,473,4,876544632,1997-10-11 04:37:12
186,1033,3,879024212,1997-11-08 21:23:32
647,568,4,876533832,1997-10-11 01:37:12
726,323,3,889828641,1998-03-13 22:37:21
887,699,1,881379566,1997-12-06 03:39:26
461,304,4,885355805,1998-01-21 04:10:05
840,661,5,891204441,1998-03-29 20:47:21
529,301,4,882535639,1997-12-19 12:47:19
200,462,4,884128858,1998-01-06 23:20:58
445,325,1,891199533,1998-03-29 19:25:33
10,157,5,877889004,1997-10-26 18:03:24
343,458,5,876402894,1997-10-09 13:14:54
201,1011,3,884140853,1998-01-07 02:40:53
834,347,4,890860007,1998-03-25 21:06:47
880,418,4,880241256,1997-11-22 23:27:36
637,831,1,882904961,1997-12-23 19:22:41
269,185,5,891448951,1998-04-01 16:42:31
366,860,2,888858078,1998-03-02 17:01:18
685,882,3,879451401,1997-11-13 20:03:21
477,815,5,875941763,1997-10-04 05:09:23
442,452,3,883390169,1997-12-29 10:09:29
695,302,4,888805836,1998-03-02 02:30:36
257,165,4,879547534,1997-11-14 22:45:34
276,409,3,874792310,1997-09-20 21:51:50
184,1137,5,889907812,1998-03-14 20:36:52
232,690,4,880062259,1997-11-20 21:44:19
450,300,4,882216475,1997-12-15 20:07:55
526,331,3,885681935,1998-01-24 22:45:35
394,7,5,880888390,1997-11-30 11:13:10
13,865,5,882141425,1997-12-14 23:17:05
716,49,4,879797286,1997-11-17 20:08:06
901,91,1,877131817,1997-10-17 23:43:37
712,553,5,874729850,1997-09-20 04:30:50
299,1068,3,877877600,1997-10-26 14:53:20
303,250,4,879544712,1997-11-14 21:58:32
159,1012,5,880557080,1997-11-26 15:11:20
801,302,4,890332645,1998-03-19 18:37:25
157,1,5,874813703,1997-09-21 03:48:23
711,313,4,889910848,1998-03-14 21:27:28
514,42,5,875318331,1997-09-26 23:58:51
194,511,4,879520991,1997-11-14 15:23:11
231,471,5,888605273,1998-02-27 18:47:53
62,451,3,879375716,1997-11-12 23:01:56
749,100,3,878849052,1997-11-06 20:44:12
468,724,4,875287615,1997-09-26 15:26:55
10,493,4,877886661,1997-10-26 17:24:21
344,245,3,884813365,1998-01-14 21:29:25
585,30,4,891284393,1998-03-30 18:59:53
743,298,4,881278061,1997-12-04 23:27:41
242,740,5,879741196,1997-11-17 04:33:16
294,325,3,877818861,1997-10-25 22:34:21
526,315,5,885682102,1998-01-24 22:48:22
207,11,3,878104245,1997-10-29 05:50:45
896,808,3,887160270,1998-02-11 01:24:30
7,175,5,892133057,1998-04-09 14:44:17
380,956,4,885478271,1998-01-22 14:11:11
138,662,4,879024128,1997-11-08 21:22:08
405,627,1,885548877,1998-01-23 09:47:57
308,481,4,887737997,1998-02-17 17:53:17
733,276,5,879535299,1997-11-14 19:21:39
22,153,5,878886423,1997-11-07 07:07:03
18,732,3,880131698,1997-11-21 17:01:38
336,1446,1,877757790,1997-10-25 05:36:30
254,1060,3,886472466,1998-02-03 02:21:06
236,153,2,890118075,1998-03-17 07:01:15
761,688,2,876189913,1997-10-07 02:05:13
497,1615,3,879310650,1997-11-12 04:57:30
10,144,4,877892110,1997-10-26 18:55:10
894,936,4,879896836,1997-11-18 23:47:16
307,269,4,879283333,1997-11-11 21:22:13
805,1014,4,881694265,1997-12-09 19:04:25
744,481,3,881171420,1997-12-03 17:50:20
567,514,5,882425701,1997-12-18 06:15:01
339,451,3,891034151,1998-03-27 21:29:11
10,211,5,877889130,1997-10-26 18:05:30
43,1047,3,883956387,1998-01-04 23:26:27
907,283,4,880158827,1997-11-22 00:33:47
825,284,3,880756603,1997-11-28 22:36:43
826,420,3,885690342,1998-01-25 01:05:42
790,83,3,885155034,1998-01-18 20:23:54
515,328,2,887660131,1998-02-16 20:15:31
193,24,2,889125880,1998-03-05 19:24:40
23,144,3,874785926,1997-09-20 20:05:26
655,670,3,887430142,1998-02-14 04:22:22
343,265,2,876406878,1997-10-09 14:21:18
105,270,5,889214245,1998-03-06 19:57:25
871,359,3,888192743,1998-02-23 00:12:23
309,1025,5,877370356,1997-10-20 17:59:16
881,596,3,876536241,1997-10-11 02:17:21
533,435,4,879438455,1997-11-13 16:27:35
545,94,3,879900794,1997-11-19 00:53:14
442,350,2,883387916,1997-12-29 09:31:56
101,756,3,877136424,1997-10-18 01:00:24
11,356,4,891906327,1998-04-06 23:45:27
749,616,3,878848612,1997-11-06 20:36:52
42,469,4,881109324,1997-12-03 00:35:24
268,743,1,875743335,1997-10-01 22:02:15
812,288,4,877625294,1997-10-23 16:48:14
774,218,1,888557739,1998-02-27 05:35:39
747,79,4,888640392,1998-02-28 04:33:12
429,127,4,882384603,1997-12-17 18:50:03
168,742,5,884287362,1998-01-08 19:22:42
181,934,3,878963086,1997-11-08 04:24:46
804,85,4,879445190,1997-11-13 18:19:50
545,751,3,883115062,1997-12-26 05:44:22
436,785,2,887770731,1998-02-18 02:58:51
642,628,3,891317897,1998-03-31 04:18:17
901,1120,4,877127021,1997-10-17 22:23:41
460,9,3,882912150,1997-12-23 21:22:30
916,1428,3,880845415,1997-11-29 23:16:55
87,1187,2,879875893,1997-11-18 17:58:13
59,615,4,888204553,1998-02-23 03:29:13
758,831,4,882054415,1997-12-13 23:06:55
